,description,label_model
358,"Pemerintah harus jujur, alasan kenaikan BBM karena mengikuti harga minyak dunia sudah tidak relevan.

Mari kita pertegas: 
BATALKAN KENAIKAN BBM ! 
??? ???? https://t.co/RGkwKC1qlI",negatif
359,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
360,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton.Pati,Senin(12/9/22). https://t.co/4fWU3Xi5I3",positif
361,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
362,"Situasi Aksi Demonstrasi menolak kenaikan harga BBM di Kawasan Patung Kuda, dekat Tugu Monas. Massa Demonstran masih bertahan hingga pukul 20.00 WIB. 
#breakingnews #aktualcom #tolakkenaikanbbm  
#BBMNaikRakyatRevolusi https://t.co/0ZDW0m7Qm1",negatif
363,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
364,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
365,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
366,"Alhamdulillah 
Penyaluran BSU ditarget rampung sebelum akhir tahun, BSU adalah bukti negara hadir membantu warga yang kesulitan terdampak kenaikan harga BBM

@jokowi Gas Pol Pemulihan Ekonomi https://t.co/76CHjiDfGh",positif
367,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. ??????? (13/Sept/2022) https://t.co/hkCw0LPnFG https://t.co/fKhvN4n2Rk",negatif
368,@Masmasbiasaa @pandji Pengalihan isu kenaikan BBM,netral
369,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
370,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
371,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
372,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
373,"Tarif Bus AKAP Melambung Tinggi, Kapitalisasi Fasilitas SDA Sengsarakan Rakyat  | Serba-serbi MMC

Kenaikan BBM jenis Pertalite, Solar, dan Pertamax akhirnya mengerek tarif dasar angkutan Antar Kota Antar Provinsi (AKAP), naik 33 persen. 

https://t.co/0Ch4RqyKfH https://t.co/2HSA0KOKRm",positif
374,@suharmokos @Nabhilss @CNNIndonesia Tolol BBM bahan bakunya minyak mentah kenaikan BBM dipengaruhi oleh naiknya minyak mentah,negatif
375,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
376,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM.

Kali ini Polres Pati menyasar kepada masyarakat yang berprofesi nelayan tradisional di perairan Juwana, Pati, Senin (12/9/22).

#PolriPresisi
#PoldaJatengHadir https://t.co/CaImAowVuU",positif
377,"PEMOGOKAN kurir SHOPEE EXPRESS semakin MELUAS, setelah di Bekasi, Batam, hari ini di Bogor. Tuntutan mereka sama:

?? Menolak penurunan bayaran, apalagi di tengah kenaikan BBM. Sebelumnya kurir di Bogor dibayar 115k ketika mengirim 35 paket, menjadi hanya dibayar 70k (2k/paket) https://t.co/y0jYzw0d8L",positif
378,"Adanya bansos ini diharapkan dapat melindungi daya beli masyarakat dari tekanan kenaikan harga BBM 
#BLTBBM
Keadilan Subsidi Untuk Rakyat https://t.co/6pMdDs8umn",positif
379,"@Poldametrojaya_ Ada lho partai dan ormas, bahkan mahasiswa yg katanya pinter, yg tidak ingin Indonesia maju dan rakyatnya sejahtera... makanya partai/ormas tsb menolak kenaikan harga bbm bersubsidi, agar kelompok mrk tetap bisa menikmati subsidi bbm...",negatif
380,"@iyoet__1075 Gmpang banget nuduh orang PKI,justru yg nolak kenaikan bbm itu yg PKI ??????",netral
381,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
382,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
383,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. ??????? (13/Sept/2022) https://t.co/hkCw0LPnFG https://t.co/fKhvN4n2Rk",negatif
384,"Aliansi Laskar Islam Klaten Tolak Kenaikan Harga BBM di Simpang Tiga Adipura, Klaten.. ??????? (13/Sept/2022) https://t.co/VGi59Ig8gM",negatif
385,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
386,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
387,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
388,"Tokoh masyarakat sekaligus Jawara Bekasi, Bang Damin Sada. 
""Dari 10 partai hanya PKS yang tolak kenaikan BBM bersubsidi"".
Yuk dukung perjuangan PKS untuk #TolakKenaikanHargaBBM
#BatalkanKenaikanBBM 

@PKSejahtera 
@pksjabar 
@PKSBekasi 
@pkstarumajaya 
@pakmul63 
@UryanRiana https://t.co/ST82cwCkcA",netral
389,"Didemo Ratusan Mahasiswa, DPRD Binjai Tolak Kenaikan BBM https://t.co/0yVwEUIEG3",negatif
390,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
391,"Indahnya Berbagi
.
Polsek Cirebon Utara Barat dipimpin Kapolsek Cirebon Utara Barat AKP Didi Wahyudi Sunansyah, SH, MH melakukan Bakti Sosial dengan memberikan paket sembako bagi masyarakat terdampak kenaikan BBM. https://t.co/spqbyk00Ts",positif
392,"Pangkal pinang 14 September 2022

Tolok kenaikan harga BBM https://t.co/dVRWhUQvZT",negatif
393,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
394,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
395,"Kasetpres menemui secara langsung massa buruh dari KSPSI yg melakukan unjuk rasa terkait kenaikan harga bahan bakar minyak (BBM) di kawasan Tugu Arjuna Widjaja (Patung Kuda), Jakarta. Kasetpres mengatakan bahwa tuntutan para buruh akan segera ditindaklanjuti. https://t.co/13W53QtbCt",negatif
396,"Kerusuhan meletus di Ibu Kota Haiti, Port-au-Prince, akibat demo tolak kenaikan harga BBM. #TempoDunia https://t.co/ipCWx9PSr7",negatif
397,Sopir MPU Terdampak Kenaikan BBM Dapat Sembako https://t.co/SMJ2TQZHya https://t.co/MWLLE5fjZ7,positif
398,Kenaikan harga Bahan Bakar Minyak (BBM) disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia. https://t.co/kDElcrnCyW,negatif
399,"#BBMNaikRakyatRevolusi
element masyarakat menolak kenaikan harga BBM di indonesia.. semoga bsk harga bbm turun harga yaa ?????? 
Harus haris haruusss !!!! https://t.co/sFCBCr7CPx",negatif
400,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
401,@yo2thok Ternyata penghapusan Listrik 450 W dan mewajibkan listrik 1000W adalah untuk persiapan penghapusan Elpiji dan beralih ke kompor listrik. Sementara beban hidup rakyat makin berat dgn kenaikan BBM. Dasar Rezim Boneka Oligarki,netral
402,"Aksi menolak kenaikan harga BBM di Kota Bandung masih berlanjut. Berbagai elemen masyarakat tergabung dalam aksi kali ini. Mulai dari pelajar, mahasiswa, dan masyarakat umum.",negatif
403,"Andaikata landasan agama cukup dengan akal, niscaya mengusap bawah sepatu lebih utama daripada mengusap ...   Kenaikan BBM Menzalimi Rakyat   .??????. #V8CTf https://t.co/hrxi7i4mCU",negatif
404,"Aksi Tolak Kenaikan BBM 13 September
Bandung Menolak Padam https://t.co/9MNHvBsIUZ",negatif
405,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
406,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
407,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
408,"Demo menolak kenaikan BBM bersubsidi dilakukan di seluruh negeri. Ini luar biasa tidak pernah terjadi sebelumnya. Mengapa terjadi demo sedemikian masif. Sila baca analisis saya sebagai sosiolog.

https://t.co/JyH25flOl7",negatif
409,Demo mahasiswa buruh Dan Rakyat Yang melawan terus berlanjut menolak kenaikan BBM Di patung Kuda 13-09-2022 https://t.co/qTRPaTCceS,negatif
410,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
411,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
412,"Menteri Ketenagakerjaan RI menjelaskan BSU yang diberikan kepada para pekerja merupakan bukti bahwa negara hadir membantu warga yang kesulitan terdampak kenaikan harga BBM.

@jokowi Gaspool Pemulihan Ekonomi https://t.co/Of0VYNvUY6",positif
413,"#BBMNaikRakyatRevolusi
element masyarakat menolak kenaikan harga BBM di indonesia.. semoga bsk harga bbm turun harga yaa ?????? 
Harus haris haruusss !!!! https://t.co/sFCBCr7CPx",negatif
414,"Demo Tolak Kenaikan Harga BBM, Massa Paksa Masuk ke Balai Kota DKI: Pengurus Cabang Pergerakan Mahasiswa Islam Indonesia (PMII) Jakarta Timur melakukan aksi unjuk rasa di depan Balai Kota DKI Jakarta, Rabu (14/9/2022). https://t.co/hGGroa9O2g",negatif
415,Aksi berakhir sebelum malam https://t.co/e6g7zUAwYo,negatif
416,@MprAldo Nambah lagi nih beh gak cuma kenaikan BBM. https://t.co/C9OYR8S87n,netral
417,@Tan_Mar3M @DoankWarto @DoankWarto itu isi kepalanya kosong... Dia tau nggk hukum poligami... dan dia dah nggk efek domino dari kenaikan BBM... Yang mampu saja menolak karena efeknya bukan buat dia tapi buat rakyat... Ini seperti @DoankWarto yang kismin s,netral
418,"Hari Ini, Mahasiswa Kembali Demo Tolak Kenaikan Harga BBM di Istana Negara
https://t.co/mCBmMrfUS9",negatif
419,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
420,Massa mahasiswa yang demo kenaikan harga BBM di depan Grahadi membubarkan diri. Mereka berjanji akan turun lagi pada pekan depan. https://t.co/SItTBeV5DS,negatif
421,"Demo Tolak Kenaikan BBM Hari Ini, Arus Lalu Lintas Sekitar Istana Dialihkan
https://t.co/693Tc8cRKk",negatif
422,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
423,"Ganjar Siapkan Skema Bantuan dan Pendampingan BBM untuk Petani

Dampak kenaikan harga BBM juga dirasakan oleh para petani. Terutama terkait distribusi solar bagi peralatan pertanian. Gubernur Jateng @ganjarpranowo sudah menyiapkan skema insentif yang diberikan kepada para petani. https://t.co/R3zAccvc2g",positif
424,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
425,"""Kami hari ini, PMII Jakarta Timur datang ke sini (Balai Kota) untuk menyuarakan aspirasi (soal BBM), karena kami di Jakarta, kami melihat memiliki pimpinan,"" kata salah satu orator.

https://t.co/vZFTAoNRr5",negatif
426,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
427,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
428,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
429,Demo mahasiswa buruh Dan Rakyat Yang melawan terus berlanjut menolak kenaikan BBM Di patung Kuda 13-09-2022 https://t.co/qTRPaTCceS,negatif
430,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. ??????? (13/Sept/2022) https://t.co/hkCw0LPnFG https://t.co/fKhvN4n2Rk",negatif
431,"@budimandjatmiko :

""Demonstrasi sah-sah saja dalam negara demokrasi tidak boleh dilarang. Asalkan jangan keras dan macam-macam,"" 

Jangan macam2 mungkin salah satunya adlh JANGAN ANARKIS, apalagi  ujung2nya MINTA TURUNKAN JOKOWI (Mimpi) ??

https://t.co/",netral
432,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
433,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
434,Sopir MPU Terdampak Kenaikan BBM Dapat Sembako https://t.co/SMJ2TQZHya https://t.co/MWLLE5fjZ7,positif
435,"Kepung Kantor Anies, Massa PMII Desak Pemprov &amp; DPRD DKI Tegas Tolak Kenaikan Harga BBM Subsidi https://t.co/k9ht4DVimb",negatif
436,"Sampe lupa sama permasalahan BBM, Tolak Kenaikan BBM #BBMNaikRakyatRevolusi",negatif
437,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
438,"#BBMMeroketJokowiTurun 
#BBMMeroketJokowiTurun 
@Syam42933824
@PAS0PATl5151_
@freestranger24
@ArbyZakey3
@AtnoSepta
@NegeriJajahan3l
@omo_sugema6
@karyawantree
@Berliannew
@sampalle
@la1laha1llallah
@SimpatisanFPI__
1
SMKIN MUNCAK JK TK DSIKAPI DGN BIJAK?
https://t.co/QlQTH905Ae https://t.co/pSaQQFeKjG",netral
439,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
440,"Contoh pemimpin sejati.
Gubernur Sumut temui massa demo kenaikan BBM.
""Indonesia tidak dalam kondisi baik2 saja"" https://t.co/c3js2buDmE",positif
441,@Awibowo__ @prastow @DokterTifa Dari dana desa. 40% dana desa memang untuk BLT. Tapi bukan terkait kenaikan BBM. Tapi terkait pandemi. Aturan sudah turun sejak tahun lalu. Melalui PMK dan Perpres. Bukan ujuk* di geser buat kenaikan BBM,positif
442,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton. https://t.co/ADDptKxDJ8",positif
443,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

Tanggap menyikapi situasi tersebut, Polres Pati kembali melaksanakan kegiatan pembagian bantuan sosial (bansos) berupa paket beras sebanyak 1 ton. https://t.co/LLFbqBTE2H",positif
444,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
445,"[PRESIDEN PKS MENYAPA NTT]

Presiden PKS, H. Ahmad Syaikhu, menyapa masyarakat pesisir di Pulau Messah, Suku Bajo.

Dalam kesempatan ini pula, 
Presiden PKS berdiskusi dengan sejumlah warga terkait isu-isu terkini, khususnya respons masyarakat terhadap kenaikan harga BBM. https://t.co/fdYYu64N8l",netral
446,Aksi Mahasiswa Tolak Kenaikan Harga BBM di Jakarta Berlangsung hingga Malam https://t.co/NRy9UdLHat #TempoFoto,negatif
447,Kata ketua PBNU kenaikan BBM bisa dipahami pak. Internal NU tidak kompak? https://t.co/r3PtdZpAE7,netral
448,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
449,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",netral
450,"https://t.co/Qib4zNIBiB
Total penerima BSU yang tujuannya membantu pekerja terdampak kenaikan harga bahan bakar minyak (BBM) mencapai 14,6 juta pekerja.
@jokowi gas Pol Pemulihan Ekonomi. https://t.co/sLMiqSKcLr",negatif
451,"Kepolisian Resor Trenggalek kembali memberikan pelayanan pengamanan kepada sejumlah elemen masyarakat yang ingin menyuarakan aspirasinya terkait dengan penyesuaian harga BBM, TDL hingga tambang emas di Kabupaten Trenggalek. Rabu, (14/9).

Selengkapnya:

https://t.co/G5rg41NNGw https://t.co/6tqq12ux93",negatif
452,Kenaikan harga Bahan Bakar Minyak (BBM) disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia. https://t.co/kDElcrnCyW,negatif
453,"Setelah kenaikan harga BBM subsidi, dalam 1 bulan terakhir IHSG terlihat tetap stabil dan asing juga terus net buy di saham big banks seperti BBCA, BMRI, BBNI dan BBRI sehingga rally. Kira-kira apa saja katalis positif yang memengaruhi hal tersebut? https://t.co/OkDlk2ODgq",netral
454,"@fadlizon @prastow Senjata Makan Tuan! Bantahan Stafsus Menkeu Meleset, Malah Dapat Balasan Menohok dari @fadlizon   Soal Kenaikan Harga BBM, Ini Uraiannya !

https://t.co/pq1WzgGQAn",netral
455,Demo mahasiswa buruh Dan Rakyat Yang melawan terus berlanjut menolak kenaikan BBM Di patung Kuda 13-09-2022 https://t.co/qTRPaTCceS,negatif
456,Kenaikan harga Bahan Bakar Minyak (BBM) disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia. https://t.co/kDElcrnCyW,negatif
457,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
458,@TukangNy1ny1r @prastow @DokterTifa Ngarang.. Saya kerja di desa.. Jadi sekdes.. Gak ada pergeseran anggaran terkait kenaikan BBM. Ada anggaran BLT dana desa.. Ini pun terkait pandemi.. Dan aturan sudah di tetapkan dari tahun lalu.. Saat penyusunan anggar,positif
459,"Kepolisian Resor Trenggalek kembali memberikan pelayanan pengamanan kepada sejumlah elemen masyarakat yang ingin menyuarakan aspirasinya terkait dengan penyesuaian harga BBM, TDL hingga tambang emas di Kabupaten Trenggalek. Rabu, (14/9).

Selengkapnya:

https://t.co/G5rg41NNGw https://t.co/6tqq12ux93",negatif
460,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
461,"Dalam rangka mendukung kebijakan pemerintah akan kenaikan harga bahan bakar minyak (BBM). Polri melakukan berbagai aksi kemanusiaan untuk dapat membantu terhadap masyarakat yang terdampak, salah satunya yang dilaksanakan oleh jajaran Polsek Jatinegara, Jakarta Timur. https://t.co/oC0wZce7VO",netral
462,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
463,"Pangkal pinang 14 September 2022

Tolok kenaikan harga BBM https://t.co/dVRWhUQvZT",negatif
464,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
465,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",netral
466,"Dari Sleman, PKS Tuntut Batalkan Kenaikan Harga BBM Bersubsidi

“Aksi ini merupakan ungkapan jeritan masyarakat atas kebijakan pemerintah menaikkan harga BBM,” ~ Yani Fathu Rahman

#AksiTolakBBMNaik

https://t.co/axDXFZKfRo",netral
467,"Menyampaikan aspirasi merupakan hak warga negara yang dilindungi oleh peraturan perundang-undangan. Namun demikian kegiatan tersebut haruslah dilakukan dengan tertib dan tidak mengganggu aktivitas masyarakat lainnya.

Selengkapnya baca di:
https://t.co/xbuyWTglwU https://t.co/R0qGbnBXn4",netral
468,"“Dal kok ga ada demo kenaikan bbm ya ?” “Ada kok teh, emg media skrg di bungkam, cuma mantengin sosmed aja” dari pria kepada ibu2 yg pusing mikirin biaya lain, lanjutnya “parah ya, teteh bantu doa aja untuk yg lagi berjuang tapi tak terlihat skrg”",netral
469,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",netral
470,"Rekomendasi floral skirt ??
??https://t.co/kkmkR0Lvce

Minggu pagii eriska scorpio PARK JISUNG THANK YOU happy chuseok batalkan kenaikan bbm #QueenElizabeth #BigMouth #BigMouthEp13 #Shopee99 #zonajajan https://t.co/set49RTH30",netral
471,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",netral
472,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
473,"Minat investor pada lelang Surat Utang Negara (SUN) masih tinggi di tengah kenaikan harga BBM dan suku bunga acuan BI. Investor dinilai merespons positif kebijakan kenaikan suku bunga acuan BI dan harga BBM.

@jokowi 

https://t.co/f0iPjN8Cjk https://t.co/jPHpk2nQob",netral
474,"Susuri muara Sungai Silugonggo, Polres Pati Kembali Bagikan 1 Ton Paket Beras Kepada Nelayan Pasca Kenaikan BBM

 Senin (12/9/22).

#PolriPresisi
#PoldaJatengHadir
#PolresPatiSahabat
#PolresPatiBerbagiKasih https://t.co/iuyfC3fZ5z",positif
475,Demo mahasiswa buruh Dan Rakyat Yang melawan terus berlanjut menolak kenaikan BBM Di patung Kuda 13-09-2022 https://t.co/qTRPaTCceS,negatif
